order_id,tanggal,kategori,kota,unit_terjual,harga_satuan,metode_pembayaran,rating
ORD-3525,2026-09-09T00:00:00.000000000,Elektronik,Yogyakarta,7,200000,E-Wallet,
ORD-3526,2026-09-20T00:00:00.000000000,Makanan & Minuman,Yogyakarta,5,200000,COD,5.0
ORD-3527,2026-09-29T00:00:00.000000000,Olahraga,Solo,1,20000,E-Wallet,4.0
ORD-3528,2026-09-29T00:00:00.000000000,Elektronik,Purworejo,5,200000,Transfer Bank,5.0
ORD-3529,2026-09-28T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,2,60000,COD,5.0
ORD-3530,2026-09-03T00:00:00.000000000,Rumah Tangga,Kebumen,1,20000,Kartu Kredit,4.0
ORD-3531,2026-09-09T00:00:00.000000000,Olahraga,Purworejo,4,90000,E-Wallet,5.0
ORD-3532,2026-09-28T00:00:00.000000000,Olahraga,Semarang,3,350000,Kartu Kredit,4.0
ORD-3533,2026-09-21T00:00:00.000000000,Makanan & Minuman,Yogyakarta,1,125000,Transfer Bank,
ORD-3534,2026-09-26T00:00:00.000000000,Fashion,Yogyakarta,8,350000,E-Wallet,3.0
ORD-3535,2026-09-19T00:00:00.000000000,Olahraga,Semarang,7,45000,E-Wallet,2.0
ORD-3536,2026-09-03T00:00:00.000000000,Olahraga,Yogyakarta,11,200000,Transfer Bank,5.0
ORD-3537,2026-09-18T00:00:00.000000000,Fashion,Purworejo,3,20000,COD,3.0
ORD-3538,2026-09-21T00:00:00.000000000,Makanan & Minuman,Kebumen,1,45000,Kartu Kredit,3.0
ORD-3539,2026-09-12T00:00:00.000000000,Elektronik,Semarang,10,200000,Transfer Bank,5.0
ORD-3540,2026-09-02T00:00:00.000000000,Fashion,Purworejo,1,125000,E-Wallet,4.0
ORD-3541,2026-09-27T00:00:00.000000000,Fashion,Solo,3,200000,COD,5.0
ORD-3542,2026-09-16T00:00:00.000000000,Elektronik,Semarang,2,125000,E-Wallet,4.0
ORD-3543,2026-09-16T00:00:00.000000000,Fashion,Magelang,1,20000,E-Wallet,5.0
ORD-3544,2026-09-04T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,2,350000,COD,4.0
ORD-3545,2026-09-30T00:00:00.000000000,Kesehatan & Kecantikan,Solo,5,350000,COD,3.0
ORD-3546,2026-09-04T00:00:00.000000000,Elektronik,Solo,3,200000,E-Wallet,2.0
ORD-3547,2026-09-25T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,11,90000,Kartu Kredit,5.0
ORD-3548,2026-09-25T00:00:00.000000000,Rumah Tangga,Magelang,9,90000,Kartu Kredit,
ORD-3549,2026-09-07T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,5,200000,Kartu Kredit,
ORD-3550,2026-09-29T00:00:00.000000000,Fashion,Yogyakarta,3,20000,Kartu Kredit,5.0
ORD-3551,2026-09-27T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,3,350000,Transfer Bank,
ORD-3552,2026-09-29T00:00:00.000000000,Makanan & Minuman,Solo,4,20000,E-Wallet,5.0
ORD-3553,2026-09-12T00:00:00.000000000,Kesehatan & Kecantikan,Solo,7,125000,COD,4.0
ORD-3554,2026-09-02T00:00:00.000000000,Makanan & Minuman,Kebumen,3,350000,Transfer Bank,
ORD-3555,2026-09-04T00:00:00.000000000,Elektronik,Solo,7,60000,Transfer Bank,3.0
ORD-3556,2026-09-26T00:00:00.000000000,Fashion,Kebumen,7,90000,COD,4.0
ORD-3557,2026-09-11T00:00:00.000000000,Elektronik,Magelang,1,60000,COD,4.0
ORD-3558,2026-09-21T00:00:00.000000000,Fashion,Semarang,5,125000,COD,5.0
ORD-3559,2026-09-06T00:00:00.000000000,Rumah Tangga,Magelang,11,20000,Transfer Bank,4.0
ORD-3560,2026-09-08T00:00:00.000000000,Kesehatan & Kecantikan,Solo,2,350000,Transfer Bank,4.0
ORD-3561,2026-09-20T00:00:00.000000000,Elektronik,Solo,7,350000,Kartu Kredit,5.0
ORD-3562,2026-09-14T00:00:00.000000000,Elektronik,Solo,4,125000,COD,4.0
ORD-3563,2026-09-12T00:00:00.000000000,Rumah Tangga,Purworejo,2,60000,Kartu Kredit,
ORD-3564,2026-09-27T00:00:00.000000000,Olahraga,Purworejo,8,90000,Transfer Bank,4.0
ORD-3565,2026-09-27T00:00:00.000000000,Fashion,Solo,6,125000,Transfer Bank,4.0
ORD-3566,2026-09-25T00:00:00.000000000,Elektronik,Yogyakarta,7,350000,Transfer Bank,3.0
ORD-3567,2026-09-03T00:00:00.000000000,Fashion,Yogyakarta,9,125000,COD,4.0
ORD-3568,2026-09-13T00:00:00.000000000,Fashion,Purworejo,7,200000,Transfer Bank,4.0
ORD-3569,2026-09-28T00:00:00.000000000,Olahraga,Purworejo,5,45000,Transfer Bank,4.0
ORD-3570,2026-09-30T00:00:00.000000000,Makanan & Minuman,Semarang,10,200000,E-Wallet,4.0
ORD-3571,2026-09-30T00:00:00.000000000,Elektronik,Yogyakarta,8,20000,Kartu Kredit,4.0
ORD-3572,2026-09-22T00:00:00.000000000,Fashion,Kebumen,11,200000,Transfer Bank,3.0
ORD-3573,2026-09-24T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,7,45000,COD,4.0
ORD-3574,2026-09-10T00:00:00.000000000,Makanan & Minuman,Kebumen,8,20000,COD,3.0
ORD-3575,2026-09-17T00:00:00.000000000,Fashion,Solo,7,125000,Kartu Kredit,4.0
ORD-3576,2026-09-28T00:00:00.000000000,Kesehatan & Kecantikan,Solo,5,125000,COD,5.0
ORD-3577,2026-09-13T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,1,20000,E-Wallet,5.0
ORD-3578,2026-09-06T00:00:00.000000000,Olahraga,Magelang,8,45000,Kartu Kredit,4.0
ORD-3579,2026-09-06T00:00:00.000000000,Rumah Tangga,Solo,6,200000,Kartu Kredit,4.0
ORD-3580,2026-09-21T00:00:00.000000000,Rumah Tangga,Magelang,10,350000,Transfer Bank,5.0
ORD-3581,2026-09-12T00:00:00.000000000,Kesehatan & Kecantikan,Solo,9,20000,Transfer Bank,5.0
ORD-3582,2026-09-05T00:00:00.000000000,Makanan & Minuman,Solo,3,200000,E-Wallet,4.0
ORD-3583,2026-09-20T00:00:00.000000000,Fashion,Yogyakarta,6,200000,Kartu Kredit,3.0
ORD-3584,2026-09-29T00:00:00.000000000,Rumah Tangga,Solo,1,200000,E-Wallet,5.0
ORD-3585,2026-09-14T00:00:00.000000000,Rumah Tangga,Solo,6,60000,COD,
ORD-3586,2026-09-21T00:00:00.000000000,Makanan & Minuman,Purworejo,8,20000,E-Wallet,
ORD-3587,2026-09-06T00:00:00.000000000,Rumah Tangga,Solo,5,200000,Kartu Kredit,
ORD-3588,2026-09-12T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,11,200000,E-Wallet,5.0
ORD-3589,2026-09-29T00:00:00.000000000,Rumah Tangga,Semarang,8,90000,E-Wallet,5.0
ORD-3590,2026-09-01T00:00:00.000000000,Rumah Tangga,Magelang,6,350000,Transfer Bank,5.0
ORD-3591,2026-09-14T00:00:00.000000000,Rumah Tangga,Kebumen,5,200000,Kartu Kredit,5.0
ORD-3592,2026-09-04T00:00:00.000000000,Makanan & Minuman,Solo,4,45000,COD,4.0
ORD-3593,2026-09-11T00:00:00.000000000,Makanan & Minuman,Yogyakarta,4,60000,Transfer Bank,3.0
ORD-3594,2026-09-15T00:00:00.000000000,Rumah Tangga,Yogyakarta,4,125000,E-Wallet,4.0
ORD-3595,2026-09-24T00:00:00.000000000,Makanan & Minuman,Solo,1,45000,Transfer Bank,3.0
ORD-3596,2026-09-25T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,6,45000,Transfer Bank,4.0
ORD-3597,2026-09-24T00:00:00.000000000,Elektronik,Magelang,4,350000,E-Wallet,5.0
ORD-3598,2026-09-27T00:00:00.000000000,Olahraga,Magelang,3,350000,COD,5.0
ORD-3599,2026-09-21T00:00:00.000000000,Olahraga,Magelang,9,350000,Kartu Kredit,
ORD-3600,2026-09-10T00:00:00.000000000,Olahraga,Semarang,3,20000,Transfer Bank,
ORD-3601,2026-09-28T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,7,125000,Kartu Kredit,5.0
ORD-3602,2026-09-09T00:00:00.000000000,Rumah Tangga,Semarang,3,90000,Transfer Bank,
ORD-3603,2026-09-26T00:00:00.000000000,Rumah Tangga,Yogyakarta,1,20000,COD,4.0
ORD-3604,2026-09-09T00:00:00.000000000,Elektronik,Magelang,10,200000,E-Wallet,5.0
ORD-3605,2026-09-12T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,7,60000,Kartu Kredit,
ORD-3606,2026-09-08T00:00:00.000000000,Rumah Tangga,Purworejo,2,60000,Kartu Kredit,5.0
ORD-3607,2026-09-24T00:00:00.000000000,Kesehatan & Kecantikan,Solo,7,125000,Kartu Kredit,4.0
ORD-3608,2026-09-24T00:00:00.000000000,Makanan & Minuman,Magelang,5,350000,Transfer Bank,4.0
ORD-3609,2026-09-08T00:00:00.000000000,Olahraga,Kebumen,5,125000,Transfer Bank,4.0
ORD-3610,2026-09-09T00:00:00.000000000,Rumah Tangga,Solo,11,90000,Transfer Bank,5.0
ORD-3611,2026-09-29T00:00:00.000000000,Elektronik,Purworejo,10,20000,Kartu Kredit,5.0
ORD-3612,2026-09-13T00:00:00.000000000,Makanan & Minuman,Purworejo,10,350000,COD,
ORD-3613,2026-09-01T00:00:00.000000000,Elektronik,Purworejo,1,20000,Transfer Bank,5.0
ORD-3614,2026-09-21T00:00:00.000000000,Fashion,Yogyakarta,10,125000,COD,5.0
ORD-3615,2026-09-19T00:00:00.000000000,Rumah Tangga,Kebumen,3,20000,Kartu Kredit,5.0
ORD-3616,2026-09-17T00:00:00.000000000,Elektronik,Magelang,7,60000,COD,4.0
ORD-3617,2026-09-14T00:00:00.000000000,Elektronik,Magelang,4,200000,COD,4.0
ORD-3618,2026-09-14T00:00:00.000000000,Olahraga,Purworejo,10,125000,Kartu Kredit,5.0
ORD-3619,2026-09-28T00:00:00.000000000,Rumah Tangga,Magelang,7,200000,E-Wallet,5.0
ORD-3620,2026-09-23T00:00:00.000000000,Fashion,Semarang,2,20000,E-Wallet,
ORD-3621,2026-09-26T00:00:00.000000000,Rumah Tangga,Solo,2,200000,Kartu Kredit,5.0
ORD-3622,2026-09-24T00:00:00.000000000,Fashion,Purworejo,2,20000,COD,3.0
ORD-3623,2026-09-02T00:00:00.000000000,Olahraga,Yogyakarta,5,350000,E-Wallet,4.0
ORD-3624,2026-09-12T00:00:00.000000000,Rumah Tangga,Kebumen,5,350000,COD,3.0
ORD-3625,2026-09-28T00:00:00.000000000,Rumah Tangga,Kebumen,2,45000,COD,4.0
ORD-3626,2026-09-03T00:00:00.000000000,Olahraga,Yogyakarta,9,125000,Transfer Bank,4.0
ORD-3627,2026-09-13T00:00:00.000000000,Rumah Tangga,Solo,2,90000,COD,4.0
ORD-3628,2026-09-09T00:00:00.000000000,Rumah Tangga,Purworejo,10,60000,E-Wallet,5.0
ORD-3629,2026-09-18T00:00:00.000000000,Makanan & Minuman,Magelang,3,200000,Kartu Kredit,5.0
ORD-3630,2026-09-03T00:00:00.000000000,Olahraga,Yogyakarta,3,45000,E-Wallet,
ORD-3631,2026-09-16T00:00:00.000000000,Olahraga,Purworejo,10,45000,Transfer Bank,5.0
ORD-3632,2026-09-07T00:00:00.000000000,Elektronik,Kebumen,10,90000,Transfer Bank,4.0
ORD-3633,2026-09-02T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,3,350000,Transfer Bank,4.0
ORD-3634,2026-09-03T00:00:00.000000000,Makanan & Minuman,Semarang,8,60000,E-Wallet,1.0
ORD-3635,2026-09-30T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,7,350000,Kartu Kredit,5.0
ORD-3636,2026-09-25T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,4,20000,Transfer Bank,
ORD-3637,2026-09-05T00:00:00.000000000,Makanan & Minuman,Kebumen,7,45000,Kartu Kredit,5.0
ORD-3638,2026-09-18T00:00:00.000000000,Elektronik,Magelang,2,45000,Transfer Bank,
ORD-3639,2026-09-12T00:00:00.000000000,Kesehatan & Kecantikan,Solo,4,20000,COD,5.0
ORD-3640,2026-09-12T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,10,125000,E-Wallet,3.0
ORD-3641,2026-09-14T00:00:00.000000000,Elektronik,Kebumen,11,60000,COD,4.0
ORD-3642,2026-09-08T00:00:00.000000000,Rumah Tangga,Magelang,1,200000,E-Wallet,5.0
ORD-3643,2026-09-27T00:00:00.000000000,Elektronik,Kebumen,5,45000,Kartu Kredit,5.0
ORD-3644,2026-09-24T00:00:00.000000000,Rumah Tangga,Yogyakarta,5,90000,COD,5.0
ORD-3645,2026-09-20T00:00:00.000000000,Elektronik,Yogyakarta,8,125000,Transfer Bank,4.0
ORD-3646,2026-09-30T00:00:00.000000000,Rumah Tangga,Semarang,9,200000,COD,5.0
ORD-3647,2026-09-20T00:00:00.000000000,Rumah Tangga,Solo,2,90000,E-Wallet,5.0
ORD-3648,2026-09-20T00:00:00.000000000,Rumah Tangga,Solo,5,90000,E-Wallet,4.0
ORD-3649,2026-09-07T00:00:00.000000000,Rumah Tangga,Magelang,5,125000,Kartu Kredit,4.0
ORD-3650,2026-09-14T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,7,350000,E-Wallet,4.0
ORD-3651,2026-09-15T00:00:00.000000000,Olahraga,Magelang,7,200000,Kartu Kredit,5.0
ORD-3652,2026-09-11T00:00:00.000000000,Olahraga,Magelang,7,60000,E-Wallet,4.0
ORD-3653,2026-09-28T00:00:00.000000000,Rumah Tangga,Solo,10,200000,E-Wallet,4.0
ORD-3654,2026-09-26T00:00:00.000000000,Elektronik,Magelang,7,60000,COD,4.0
ORD-3655,2026-09-01T00:00:00.000000000,Elektronik,Solo,3,20000,Transfer Bank,3.0
ORD-3656,2026-09-13T00:00:00.000000000,Elektronik,Solo,3,45000,COD,4.0
ORD-3657,2026-09-05T00:00:00.000000000,Elektronik,Magelang,1,350000,Transfer Bank,3.0
ORD-3658,2026-09-11T00:00:00.000000000,Fashion,Kebumen,3,350000,COD,1.0
ORD-3659,2026-09-03T00:00:00.000000000,Fashion,Magelang,4,125000,Kartu Kredit,4.0
ORD-3660,2026-09-15T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,4,60000,COD,4.0
ORD-3661,2026-09-24T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,2,45000,Transfer Bank,4.0
ORD-3662,2026-09-19T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,3,125000,Kartu Kredit,5.0
ORD-3663,2026-09-29T00:00:00.000000000,Elektronik,Magelang,5,60000,Kartu Kredit,5.0
ORD-3664,2026-09-27T00:00:00.000000000,Makanan & Minuman,Kebumen,3,200000,Kartu Kredit,5.0
ORD-3665,2026-09-21T00:00:00.000000000,Olahraga,Magelang,9,20000,E-Wallet,5.0
ORD-3666,2026-09-08T00:00:00.000000000,Elektronik,Magelang,8,45000,COD,5.0
ORD-3667,2026-09-05T00:00:00.000000000,Makanan & Minuman,Semarang,7,20000,E-Wallet,5.0
ORD-3668,2026-09-25T00:00:00.000000000,Makanan & Minuman,Semarang,7,60000,Kartu Kredit,4.0
ORD-3669,2026-09-14T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,10,60000,Kartu Kredit,5.0
ORD-3670,2026-09-29T00:00:00.000000000,Makanan & Minuman,Semarang,10,60000,COD,
ORD-3671,2026-09-18T00:00:00.000000000,Elektronik,Purworejo,8,60000,Kartu Kredit,5.0
ORD-3672,2026-09-12T00:00:00.000000000,Makanan & Minuman,Solo,1,60000,COD,4.0
ORD-3673,2026-09-06T00:00:00.000000000,Makanan & Minuman,Solo,10,20000,E-Wallet,5.0
ORD-3674,2026-09-23T00:00:00.000000000,Makanan & Minuman,Solo,5,20000,Transfer Bank,4.0
ORD-3675,2026-09-04T00:00:00.000000000,Makanan & Minuman,Magelang,5,350000,COD,
ORD-3676,2026-09-21T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,6,60000,Transfer Bank,
ORD-3677,2026-09-26T00:00:00.000000000,Fashion,Solo,6,350000,E-Wallet,4.0
ORD-3678,2026-09-03T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,10,60000,Transfer Bank,5.0
ORD-3679,2026-09-22T00:00:00.000000000,Fashion,Kebumen,2,125000,Kartu Kredit,4.0
ORD-3680,2026-09-27T00:00:00.000000000,Rumah Tangga,Purworejo,10,45000,E-Wallet,4.0
ORD-3681,2026-09-08T00:00:00.000000000,Makanan & Minuman,Yogyakarta,9,60000,Transfer Bank,4.0
ORD-3682,2026-09-15T00:00:00.000000000,Fashion,Kebumen,3,20000,Kartu Kredit,5.0
ORD-3683,2026-09-20T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,10,20000,Kartu Kredit,
ORD-3684,2026-09-22T00:00:00.000000000,Fashion,Semarang,9,200000,COD,4.0
ORD-3685,2026-09-13T00:00:00.000000000,Rumah Tangga,Semarang,11,350000,Kartu Kredit,5.0
ORD-3686,2026-09-09T00:00:00.000000000,Elektronik,Purworejo,1,125000,E-Wallet,3.0
ORD-3687,2026-09-06T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,1,60000,E-Wallet,
ORD-3688,2026-09-25T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,4,60000,Kartu Kredit,
ORD-3689,2026-09-06T00:00:00.000000000,Elektronik,Yogyakarta,5,125000,Transfer Bank,
ORD-3690,2026-09-26T00:00:00.000000000,Rumah Tangga,Solo,3,350000,COD,
ORD-3691,2026-09-21T00:00:00.000000000,Makanan & Minuman,Semarang,10,125000,Transfer Bank,
ORD-3692,2026-09-30T00:00:00.000000000,Olahraga,Magelang,7,20000,Kartu Kredit,
ORD-3693,2026-09-10T00:00:00.000000000,Elektronik,Solo,8,45000,COD,3.0
ORD-3694,2026-09-14T00:00:00.000000000,Olahraga,Purworejo,9,125000,Kartu Kredit,
ORD-3695,2026-09-28T00:00:00.000000000,Rumah Tangga,Kebumen,10,45000,Kartu Kredit,4.0
ORD-3696,2026-09-30T00:00:00.000000000,Fashion,Purworejo,7,90000,E-Wallet,5.0
ORD-3697,2026-09-17T00:00:00.000000000,Makanan & Minuman,Purworejo,7,20000,Kartu Kredit,4.0
ORD-3698,2026-09-25T00:00:00.000000000,Rumah Tangga,Kebumen,10,125000,COD,
ORD-3699,2026-09-10T00:00:00.000000000,Kesehatan & Kecantikan,Solo,10,90000,COD,5.0
ORD-3700,2026-09-28T00:00:00.000000000,Olahraga,Yogyakarta,11,90000,Kartu Kredit,5.0
ORD-3701,2026-09-22T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,5,60000,Transfer Bank,
ORD-3702,2026-09-29T00:00:00.000000000,Makanan & Minuman,Semarang,3,350000,COD,4.0
ORD-3703,2026-09-25T00:00:00.000000000,Fashion,Kebumen,4,20000,Kartu Kredit,4.0
ORD-3704,2026-09-29T00:00:00.000000000,Rumah Tangga,Purworejo,5,20000,COD,5.0
ORD-3705,2026-09-25T00:00:00.000000000,Rumah Tangga,Purworejo,10,125000,COD,3.0
ORD-3706,2026-09-14T00:00:00.000000000,Makanan & Minuman,Solo,2,20000,Kartu Kredit,
ORD-3707,2026-09-17T00:00:00.000000000,Fashion,Purworejo,6,125000,Transfer Bank,4.0
ORD-3708,2026-09-04T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,7,200000,E-Wallet,5.0
ORD-3709,2026-09-21T00:00:00.000000000,Elektronik,Solo,5,20000,Kartu Kredit,4.0
ORD-3710,2026-09-29T00:00:00.000000000,Rumah Tangga,Solo,1,90000,Transfer Bank,5.0
ORD-3711,2026-09-16T00:00:00.000000000,Elektronik,Semarang,7,350000,Kartu Kredit,4.0
ORD-3712,2026-09-19T00:00:00.000000000,Elektronik,Solo,3,350000,Transfer Bank,4.0
ORD-3713,2026-09-10T00:00:00.000000000,Elektronik,Semarang,11,20000,Transfer Bank,5.0
ORD-3714,2026-09-17T00:00:00.000000000,Olahraga,Purworejo,5,350000,E-Wallet,5.0
ORD-3715,2026-09-03T00:00:00.000000000,Olahraga,Solo,2,200000,Transfer Bank,4.0
ORD-3716,2026-09-05T00:00:00.000000000,Rumah Tangga,Purworejo,1,90000,Kartu Kredit,5.0
ORD-3717,2026-09-18T00:00:00.000000000,Fashion,Yogyakarta,8,20000,Transfer Bank,4.0
ORD-3718,2026-09-20T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,7,200000,COD,5.0
ORD-3719,2026-09-16T00:00:00.000000000,Elektronik,Solo,5,350000,Transfer Bank,5.0
ORD-3720,2026-09-15T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,1,45000,Transfer Bank,4.0
ORD-3721,2026-09-21T00:00:00.000000000,Olahraga,Yogyakarta,5,20000,Kartu Kredit,
ORD-3722,2026-09-20T00:00:00.000000000,Elektronik,Yogyakarta,10,20000,E-Wallet,
ORD-3723,2026-09-09T00:00:00.000000000,Makanan & Minuman,Yogyakarta,10,45000,E-Wallet,5.0
ORD-3724,2026-09-28T00:00:00.000000000,Rumah Tangga,Semarang,7,60000,Transfer Bank,3.0
ORD-3725,2026-09-09T00:00:00.000000000,Makanan & Minuman,Yogyakarta,8,60000,Transfer Bank,
ORD-3726,2026-09-18T00:00:00.000000000,Rumah Tangga,Magelang,9,45000,Transfer Bank,
ORD-3727,2026-09-10T00:00:00.000000000,Fashion,Yogyakarta,11,125000,COD,5.0
ORD-3728,2026-09-27T00:00:00.000000000,Olahraga,Kebumen,1,20000,Kartu Kredit,4.0
ORD-3729,2026-09-18T00:00:00.000000000,Makanan & Minuman,Semarang,3,20000,E-Wallet,3.0
ORD-3730,2026-09-30T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,10,20000,Transfer Bank,1.0
ORD-3731,2026-09-05T00:00:00.000000000,Elektronik,Magelang,5,45000,Kartu Kredit,5.0
ORD-3732,2026-09-10T00:00:00.000000000,Kesehatan & Kecantikan,Solo,11,20000,Transfer Bank,4.0
ORD-3733,2026-09-12T00:00:00.000000000,Olahraga,Yogyakarta,1,350000,Transfer Bank,4.0
ORD-3734,2026-09-25T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,1,350000,Kartu Kredit,3.0
ORD-3735,2026-09-15T00:00:00.000000000,Rumah Tangga,Yogyakarta,3,350000,Transfer Bank,4.0
ORD-3736,2026-09-02T00:00:00.000000000,Rumah Tangga,Purworejo,2,45000,E-Wallet,5.0
ORD-3737,2026-09-08T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,4,90000,Kartu Kredit,3.0
ORD-3738,2026-09-22T00:00:00.000000000,Olahraga,Kebumen,9,20000,E-Wallet,4.0
ORD-3739,2026-09-26T00:00:00.000000000,Elektronik,Magelang,1,125000,E-Wallet,5.0
ORD-3740,2026-09-08T00:00:00.000000000,Rumah Tangga,Solo,1,125000,Transfer Bank,4.0
ORD-3741,2026-09-09T00:00:00.000000000,Olahraga,Solo,10,200000,Transfer Bank,5.0
ORD-3742,2026-09-08T00:00:00.000000000,Elektronik,Purworejo,6,350000,COD,4.0
ORD-3743,2026-09-15T00:00:00.000000000,Olahraga,Purworejo,11,350000,E-Wallet,5.0
ORD-3744,2026-09-07T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,1,200000,Transfer Bank,
ORD-3745,2026-09-22T00:00:00.000000000,Makanan & Minuman,Kebumen,11,90000,E-Wallet,
ORD-3746,2026-09-16T00:00:00.000000000,Makanan & Minuman,Yogyakarta,6,20000,Kartu Kredit,4.0
ORD-3747,2026-09-21T00:00:00.000000000,Rumah Tangga,Semarang,4,90000,Transfer Bank,5.0
ORD-3748,2026-09-12T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,4,125000,Kartu Kredit,1.0
ORD-3749,2026-09-15T00:00:00.000000000,Rumah Tangga,Yogyakarta,3,45000,Transfer Bank,4.0
ORD-3750,2026-09-08T00:00:00.000000000,Olahraga,Semarang,10,90000,E-Wallet,
ORD-3751,2026-09-08T00:00:00.000000000,Makanan & Minuman,Semarang,9,60000,COD,4.0
ORD-3752,2026-09-04T00:00:00.000000000,Rumah Tangga,Purworejo,3,200000,E-Wallet,4.0
ORD-3753,2026-09-18T00:00:00.000000000,Makanan & Minuman,Solo,2,60000,E-Wallet,4.0
ORD-3754,2026-09-22T00:00:00.000000000,Rumah Tangga,Yogyakarta,6,125000,COD,5.0
ORD-3755,2026-09-02T00:00:00.000000000,Fashion,Purworejo,8,60000,Kartu Kredit,5.0
ORD-3756,2026-09-10T00:00:00.000000000,Makanan & Minuman,Magelang,5,125000,Kartu Kredit,2.0
ORD-3757,2026-09-27T00:00:00.000000000,Fashion,Solo,5,125000,Transfer Bank,5.0
ORD-3758,2026-09-08T00:00:00.000000000,Olahraga,Purworejo,7,200000,Kartu Kredit,
ORD-3759,2026-09-07T00:00:00.000000000,Olahraga,Purworejo,1,200000,Kartu Kredit,
ORD-3760,2026-09-10T00:00:00.000000000,Elektronik,Semarang,6,60000,Kartu Kredit,1.0
ORD-3761,2026-09-04T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,6,60000,E-Wallet,5.0
ORD-3762,2026-09-20T00:00:00.000000000,Olahraga,Solo,11,90000,Transfer Bank,
ORD-3763,2026-09-02T00:00:00.000000000,Rumah Tangga,Magelang,4,90000,Transfer Bank,5.0
ORD-3764,2026-09-25T00:00:00.000000000,Fashion,Yogyakarta,2,125000,E-Wallet,3.0
ORD-3765,2026-09-15T00:00:00.000000000,Fashion,Kebumen,7,125000,Kartu Kredit,2.0
ORD-3766,2026-09-05T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,11,350000,Transfer Bank,
ORD-3767,2026-09-12T00:00:00.000000000,Fashion,Semarang,9,200000,Kartu Kredit,4.0
ORD-3768,2026-09-29T00:00:00.000000000,Elektronik,Yogyakarta,9,45000,COD,
ORD-3769,2026-09-16T00:00:00.000000000,Rumah Tangga,Kebumen,3,200000,COD,4.0
ORD-3770,2026-09-10T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,6,125000,Kartu Kredit,5.0
ORD-3771,2026-09-26T00:00:00.000000000,Rumah Tangga,Magelang,2,125000,Kartu Kredit,
ORD-3772,2026-09-06T00:00:00.000000000,Olahraga,Kebumen,4,350000,Kartu Kredit,5.0
ORD-3773,2026-09-18T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,8,20000,E-Wallet,5.0
ORD-3774,2026-09-14T00:00:00.000000000,Olahraga,Purworejo,8,125000,Transfer Bank,5.0
ORD-3775,2026-09-25T00:00:00.000000000,Olahraga,Kebumen,9,200000,Kartu Kredit,5.0
ORD-3776,2026-09-26T00:00:00.000000000,Olahraga,Yogyakarta,6,20000,Kartu Kredit,
ORD-3777,2026-09-19T00:00:00.000000000,Elektronik,Yogyakarta,6,200000,Kartu Kredit,
ORD-3778,2026-09-23T00:00:00.000000000,Elektronik,Semarang,4,20000,Kartu Kredit,5.0
ORD-3779,2026-09-28T00:00:00.000000000,Olahraga,Semarang,8,45000,Kartu Kredit,4.0
ORD-3780,2026-09-07T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,4,20000,E-Wallet,
ORD-3781,2026-09-26T00:00:00.000000000,Rumah Tangga,Magelang,9,60000,E-Wallet,
ORD-3782,2026-09-16T00:00:00.000000000,Elektronik,Magelang,5,45000,COD,4.0
ORD-3783,2026-09-02T00:00:00.000000000,Rumah Tangga,Purworejo,9,350000,Kartu Kredit,5.0
ORD-3784,2026-09-24T00:00:00.000000000,Makanan & Minuman,Solo,2,200000,Kartu Kredit,5.0
